ActiveIngredientFromProductName	ActiveIngredientFromProductNameId
pioglitazone hydrochloride	1286
pioglitazone hydrochloride and glimepiride tablets	1287
pioglitazone hydrochloride and metformin hydrochloride	1288
pipamperone hydrochloride	1289
piperacillin	1290
piperacillin sodium	1291
piperacilline tazobactam	1292
piracetam	1293
pirarubicin hydrochloride	1294
pirenoxine	1295
pirenzepine	1296
pirfenidone	1297
piromidic acid	1298
piroxicam	1299
pitavastatin	1300
pitavastatin calcium	1301
pitavastatin calcium hydrate	1302
planoprofen	1303
plerixafor	1304
plicamycin	1305
polaprezinc	1306
polidocanol	1307
pomalidomide	1308
ponatinib hydrochloride	1309
posaconazole	1310
potassium chloride	1311
potassium copper chlorophyllin	1312
potassium gluconate	1313
povidone-iodine	1314
pralatrexate	1315
pramipexole	1316
pramipexole dihydrochloride	1317
pranlukast	1318
pranlukast hydrate	1319
pranoprofen	1320
prasugrel hydrochloride	1321
pravastatin	1322
pravastatin sodium	1323
prazepam	1324
praziquantel	1325
prazosin	1326
prazosin hydrochloride	1327
prednisolone	1328
pregabalin	1329
premixed insulin	1330
pridinol mesilate	1331
prifinium	1332
probenecid	1333
probucol	1334
procainamide hydrochloride	1335
procaine	1336
procarbazine	1337
prochlorperazine maleate	1338
progesterone	1339
promethazine	1340
promethazine hydrochloride	1341
promethazine methylenedisalicylate	1342
propafenone hydrochloride	1343
propantheline bromide	1344
propericiazine	1345
propitocaine  felypressin	1346
propiverine	1347
propiverine hydrochloride	1348
propofol	1349
propranolol	1350
propranolol hydrochloride	1351
propylthiouracil	1352
protirelin	1353
prozyme	1354
prulifloxacin	1355
pterocarpus marsupium	1356
pyramistin	1357
pyrazinamide	1358
pyridostigmine bromide	1359
pyridoxal phosphate hydrate	1360
pyridoxin	1361
pyrimethamine	1362
quazepam	1363
quetiapine	1364
quetiapine fumarate	1365
quinapril hydrochloride	1366
quinupristin	1367
quizartinib dihydrochloride	1368
rabeprazole	1369
rabeprazole sodium	1370
rabeprazole, amoxicillin and clarithromycin	1371
rabeprazole, amoxicillin and metronidazole	1372
raloxifene hydrochloride	1373
raltegravir	1374
ramatroban	1375
ramelteon	1376
ramosetron	1377
ramosetron hydrochloride	1378
ramucirumab	1379
ranibizumab	1380
ranimustine	1381
ranitidine	1382
ranitidine hydrochloride	1383
rasagiline mesylate	1384
rasburicase	1385
ravulizumab	1386
rebamipide	1387
recovery	1388
relugolix	1389
remdesivir	1390
remifentanil	1391
remifentanil hydrochloride	1392
remimazolam besylate	1393
repaglinide	1394
reserpine	1395
reviparin	1396
ribavirin	1397
rifabutin	1398
rifampicin	1399
rifaximin	1400
rilpivirine	1401
rilpivirine hydrochloride	1402
riluzole	1403
riociguat	1404
risankizumab	1405
risperidone	1406
ritodrine	1407
ritodrine hydrochloride	1408
ritonavir	1409
rituximab	1410
rivaroxaban	1411
rivastigmine	1412
rizatriptan	1413
rizatriptan benzoate	1414
rocuronium bromide	1415
rokitamycin	1416
romidepsin	1417
romiplostim	1418
romosozumab	1419
ropinirole	1420
ropinirole hydrochloride	1421
ropivacaine hydrochloride	1422
rosuvastatin	1423
rosuvastatin calcium	1424
rotigotine	1425
roxadustat	1426
roxatidine acetate hydrochloride	1427
roxithromycin	1428
rufinamide	1429
rupatadine fumarate	1430
rurioctocog alfa pegol	1431
ruxolitinib phosphate	1432
saccharated ferric oxide	1433
safinamide mesylate	1434
sage  tegafur	1435
saizen	1436
salazosulfapyridine	1437
salbutamol	1438
salicylic acid	1439
salmeterol xinafoate	1440
salmeterol xinafoate and fluticasone propionate	1441
sapropterin dihydrochloride	1442
saquinavir	1443
sarilumab	1444
sarpogrelate	1445
sarpogrelate hydrochloride	1446
satralizumab	1447
schizophyllan	1448
scopolia	1449
secobarbital	1450
secukinumab	1451
selegiline	1452
selegiline hydrochloride	1453
selexipag	1454
semaglutide	1455
sennosides	1456
seratrodast	1457
serrapeptase	1458
sertraline	1459
sertraline hydrochloride	1460
setiptiline maleate	1461
sevelamer hydrochloride	1462
sevoflurane	1463
signifor lar	1464
sildenafil	1465
sildenafil citrate	1466
silodosin	1467
simeprevir	1468
simvastatin	1469
sinomenium	1470
siponimod fumarate	1471
sirolimus	1472
sitafloxacin	1473
sitagliptin and ipragliflozin	1474
sitagliptin phosphate	1475
slow k	1476
soaresin	1477
sodium bicarbonate	1478
sodium bicarbonate and tartaric acid	1479
sodium chloride	1480
sodium copper chlorophyllin	1481
sodium fluoride	1482
sodium hyaluronate	1483
sodium phenylbutyrate	1484
sodium polystyrene sulfonate	1485
sodium salicylate, dibucaine hydrocholoride and calcium bromide	1486
sodium thiosulfate	1487
sodium zirconium cyclosilicate	1488
sofalcone	1489
sofosbuvir	1490
sofosbuvir and velpatasvir	1491
solifenacin	1492
solifenacin succinate	1493
somatropin	1494
sorafenib tosylate	1495
sotalol hydrochloride	1496
sparfloxacin	1497
spectinomycin hydrochloride	1498
spiramycin	1499
spironolactone	1500
stiripentol	1501
streptozocin	1502
sucralfate	1503
sucrose	1504
sucrose and povidone iodine	1505
sugammadex sodium	1506
sulbactam	1507
sulbenicillin	1508
sulfadiazine	1509
sulfadimethoxine	1510
sulfadoxine	1511
sulfasalazine	1512
sulindac	1513
sulpiride	1514
sultamicillin tosilate hydrate	1515
sulthiame	1516
sultopride	1517
sultopride hydrochloride	1518
sumatriptan	1519
sunitinib malate	1520
sunvepra	1521
suprofen	1522
suvorexant	1523
syzygium aromaticum	1524
tacrolimus	1525
tadalafil	1526
tafamidis meglumine	1527
tafluprost	1528
tafluprost and timolol maleate	1529
talaporfin sodium	1530
tamibarotene	1531
tamoxifen	1532
tamoxifen citrate	1533
tamsulosin	1534
tamsulosin hydrochloride	1535
tapentadol hydrochloride	1536
tartaric acid	1537
taurine	1538
tazobactam	1539
tazobactam and piperacillin	1540
teceleukin	1541
tedizolid phosphate	1542
tegafur	1543
tegafur  gimeracil oteracil	1544
tegafur and uracil	1545
tegafur, gimeracil and oteracil potassium	1546
teicoplanin	1547
telaprevir	1548
telithromycin	1549
telmisartan	1550
telmisartan and amlodipine besilate	1551
telmisartan and hydrochlorothiazide	1552
telmisartan, amlodipine and hydrochlorothiazide	1553
temocapril hydrochloride	1554
temozolomide	1555
temsirolimus	1556
teneligliptin and canagliflozin	1557
tenofovir	1558
tenofovir alafenamide fumarate	1559
tenofovir disoproxil fumarate	1560
tepotinib hydrochloride	1561
teprenone	1562
terazosin hydrochloride	1563
terbinafine	1564
terbinafine hydrochloride	1565
terbutaline sulfate	1566
terguride	1567
teriparatide	1568
teriparatide acetate	1569
testosterone	1570
testosterone enanthate	1571
tetanus toxoid	1572
tetanus toxoid adsorbed	1573
tetrabenazine	1574
tetracaine	1575
tetracaine hydrochloride	1576
tetracosactide	1577
tetracosactide acetate	1578
tetracycline	1579
tetracycline hydrochloride	1580
tetrahydrozoline hydrochloride and prednisolone	1581
thalidomide	1582
theophylline	1583
thiamazole	1584
thiamine chloride hydrochloride, riboflavin sodium phosphate and ascorbic acid	1585
thiamine disulfide, pyridoxine hydrochloride and cyanocobalamin	1586
thiamine hydrochloride	1587
thiamylal sodium	1588
thiopental sodium	1589
thioridazine	1590
thiotepa	1591
thrombomodulin alfa	1592
thyrotropin alfa	1593
tiapride	1594
tiapride hydrochloride	1595
tiaprofenic acid	1596
ticagrelor	1597
ticlopidine	1598
ticlopidine hydrochloride	1599
tigecycline	1600
timolol	1601
timolol maleate	1602
tiopronin	1603
tiotropium and olodaterol	1604
tiparide	1605
tisagenlecleucel	1606
tizanidine	1607
tizanidine hydrochloride	1608
tobramycin	1609
tocilizumab	1610
tocopherol acetate	1611
tocopherol nicotinate	1612
tofacitinib citrate	1613
tofisopam	1614
tofogliflozin	1615
tolbutamine	1616
tolnaftate	1617
tolperisone	1618
tolterodine tartrate	1619
tolvaptan	1620
topiramate	1621
topiroxostat	1622
topotecan hydrochloride	1623
torasemide	1624
toremifene	1625
toremifene citrate	1626
trabectedin	1627
trafermin	1628
tramadol	1629
tramadol hydrochloride	1630
tramadol hydrochloride and acetaminophen	1631
tramazoline	1632
trametinib dimethyl sulfoxide	1633
trandolapril	1634
tranexamic acid	1635
tranilast	1636
trapidil	1637
trastuzumab	1638
trastuzumab emtansine	1639
travoprost	1640
travoprost and timolol maleate	1641
trazodone	1642
trazodone hydrochloride	1643
treprostinil	1644
tretinoin	1645
triamcinolone	1646
triamcinolone acetonide	1647
triamterene	1648
triazolam	1649
tribenoside	1650
trichlormethiazide	1651
triclofos sodium	1652
trientine hydrochloride	1653
trifluridine and tipiracil hydrochloride	1654
trihexyphenidyl	1655
trihexyphenidyl hydrochloride	1656
trilostane	1657
trimebutine	1658
trimebutine maleate	1659
trimethadione	1660
tripamide	1661
triprolidine	1662
trometamol	1663
tropicamide	1664
tropicamide and phenylephrine hydrochloride	1665
troxipide	1666
ts-1: granule t	1667
tulobuterol	1668
turoctocog alfa pegol	1669
tyloxapol	1670
ubenimex	1671
ubidecarenone	1672
ulinastatin	1673
umeclidinium bromide	1674
umeclidinium bromide and vilanterol	1675
uracil	1676
urapidil	1677
urea	1678
urea c13	1679
urokinase	1680
ursodeoxycholic acid	1681
ustekinumab	1682
vadadustat	1683
valaciclovir	1684
valacyclovir hydrochloride	1685
valganciclovir hydrochloride	1686
valproate	1687
valproate sodium	1688
valsartan	1689
valsartan and amlodipine besilate	1690
valsartan and cilnidipine	1691
valsartan and hydrochlorothiazide	1692
vancomycin	1693
vandetanib	1694
vaniprevir	1695
vantin	1696
varenicline tartrate	1697
vasopressin	1698
vasula tab	1699
vecuronium	1700
vecuronium bromide	1701
vedolizumab	1702
velaglucerase alfa	1703
vemurafenib	1704
venetoclax	1705
venlafaxine	1706
verapamil hydrochloride	1707
verteporfin	1708
vibegron	1709
vidarabine	1710
videx	1711
videx ec	1712
vigabatrin	1713
vildagliptin	1714
vildagliptin and metformin hydrochloride	1715
viltolarsen	1716
vinblastine	1717
vinblastine sulfate	1718
vincristine sulfate	1719
vindesine sulfate	1720
vinorelbine tartrate	1721
vistamycin	1722
vitamin b1	1723
vitamin b12	1724
vitamin b2	1725
vitamin b5	1726
vitamin b6	1727
vitamin c	1728
vitamin c cysteine  vitamin e vitamin b2	1729
vitamin e	1730
vitaminb6	1731
voglibose	1732
voltaren sr	1733
vonoprazan	1734
vonoprazan, amoxicillin and clarithromycin	1735
vonoprazan, amoxicillin and metronidazole	1736
voriconazole	1737
vorinostat	1738
vortioxetine hydrobromide	1739
warfarin	1740
warfarin potassium	1741
zafirlukast	1742
zaltoprofen	1743
zerit	1744
zidovudine	1745
zidovudine and lamivudine	1746
zinc acetate	1747
zinc oxide and clove oil	1748
zoladex	1749
zoledronic acid	1750
zolmitriptan	1751
zolpidem	1752
zolpidem tartrate	1753
zonisamide	1754
zopiclone	1755
zotepine	1756
zovirax	1757
zyprexa	1758
